id,results_page,page_name,full_link,company,co_hq_city,co_hq_state,co_hq_zip,labor_area,notice_date,num_employees_affected,other_notes
119,page012.html,id=119,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=119,Magellan  ,Phoenix  ,AZ,85034  ,5  ,2014-01-27,247,
121,page012.html,id=121,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=121,"Blue Chip southwest, LLC  ",Walnut Creek  ,CA,94598  ,7  ,2014-01-24,85,
120,page012.html,id=120,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=120,GE Capital  ,Phoenix  ,AZ,85040  ,5  ,2014-01-15,89,
122,page012.html,id=122,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=122,Albertsons LLC  ,Tolleson  ,AZ,85353  ,7  ,2014-01-13,68,
131,page012.html,id=131,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=131,Macy'S  ,Mesa  ,AZ,85202  ,7  ,2014-01-08,92,
132,page012.html,id=132,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=132,Delaware North Companies Travel Hospitality Serv  ,Buffalo  ,NY,14202  ,5  ,2013-12-20,51,
114,page012.html,id=114,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=114,Fortner Aerospace/PCC Aerostuructures  ,Prescott  ,AZ,86301  ,12  ,2013-12-04,78,
141,page012.html,id=141,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=141,Bank of America  ,Washington  ,DC,20004  ,7  ,2013-11-22,82,
140,page012.html,id=140,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=140,Target  ,Tempe  ,AZ,85284  ,7  ,2013-11-04,80,
138,page012.html,id=138,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=138,GNC Live Well  ,Phoenix  ,AZ,85043  ,5  ,2013-10-10,30,
139,page012.html,id=139,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=139,SB Capital Acquistion LLC  ,Columbus  ,OH,43219  ,7  ,2013-09-30,97,
142,page012.html,id=142,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=142,River Ranch  ,Salinas  ,CA,93901  ,9  ,2013-09-13,53,
152,page013.html,id=152,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=152,Aramark  ,Anaheim  ,CA,92807  ,5  ,2013-09-09,201,
147,page013.html,id=147,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=147,"NewStar Fresh Foods, LLC  ",Salinas  ,CA,93901  ,9  ,2013-09-06,340,
145,page013.html,id=145,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=145,Jabil  ,Tempe  ,AZ,85281  ,7  ,2013-09-05,615,
148,page013.html,id=148,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=148,Kmart  ,Hoffman Estates  ,IL,60179  ,5  ,2013-08-29,76,
136,page013.html,id=136,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=136,"ACP Services, LLC  ",Walnut Creek  ,CA,94597  ,7  ,2013-08-28,145,
133,page013.html,id=133,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=133,"Ottobock Orthopedic Services , LLC  ",Tempe  ,AZ,85282  ,7  ,2013-08-01,68,
135,page013.html,id=135,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=135,Cody Inc.  ,Phoenix  ,AZ,85034  ,5  ,2013-08-01,50,
113,page013.html,id=113,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=113,Geneeral Dynamics Information Technology  ,Fairfax  ,VA,22030  ,6  ,2013-07-17,102,
112,page013.html,id=112,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=112,Intuit  ,Mountain View  ,CA,94043  ,6  ,2013-07-10,229,
144,page013.html,id=144,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=144,Northrop Grumman  ,Herndon  ,VA,20171  ,9  ,2013-05-24,58,
143,page013.html,id=143,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=143,Magna Cosma pwer Systems  ,Phoenix  ,AZ,85043  ,5  ,2013-05-20,85,
151,page013.html,id=151,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=151,Highway Technologies  ,Houston  ,TX,77002  ,7  ,2013-05-17,60,
146,page013.html,id=146,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=146,Greenbrier Rail Services  ,Lake Oswego  ,OR,97035  ,6  ,2013-05-05,89,
111,page013.html,id=111,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=111,"Aegis Communications Group, Inc.  ",Irving  ,TX,75063  ,1  ,2013-04-29,150,
110,page013.html,id=110,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=110,"William Dale Young & Sons, Inc., Cocopah Nurseries  ",Dateland  ,AZ,85222  ,9  ,2013-03-11,15,
109,page013.html,id=109,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=109,Heracus Materials Technology North America LLC  ,Chandler  ,AZ,85226  ,7  ,2013-03-01,180,
106,page013.html,id=106,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=106,Phoenix Children's Hospital  ,Phoenix  ,AZ,85016  ,5  ,2013-01-29,150,
105,page013.html,id=105,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=105,"The Cheesecake Factory. Grand Lux Cafe, LLC  ",Calabasas Hills  ,CA,91301  ,7  ,2013-01-17,89,
104,page013.html,id=104,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=104,SSI  ,Shelton  ,CT,06484  ,2  ,2012-12-18,135,
101,page013.html,id=101,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=101,"VWR International, Rodnor Corporate Center  ",Radnor  ,PA,19087  ,7  ,2012-12-17,50,
102,page013.html,id=102,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=102,TriWest Healthcare Alliance  ,Phoenix  ,AZ,85053  ,5  ,2012-12-10,904,
103,page013.html,id=103,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=103,Cementation  ,Sandy  ,UT,84070  ,2  ,2012-12-10,400,
100,page013.html,id=100,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=100,Valeant Pharmaceuticals North America LLC  ,Bridgewater  ,NJ,08807  ,7  ,2012-12-10,319,
99,page013.html,id=99,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=99,Hawker Beechcraft Corporation  ,Witchita  ,KS,67206  ,7  ,2012-11-14,38,
98,page013.html,id=98,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=98,"Wyndam Vaction ownerhsip, Inc. (Company)  ",Orlando  ,FL,32819  ,7  ,2012-11-07,99,
97,page014.html,id=97,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=97,HMSHost  ,Phoenix  ,AZ,85034  ,5  ,2012-10-29,409,
95,page014.html,id=95,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=95,Guardian Building Products  ,Greer  ,SC,29651  ,11  ,2012-10-15,89,
94,page014.html,id=94,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=94,AAA Club Partners  ,Wilmington  ,DE,19801  ,7  ,2012-10-09,104,
93,page014.html,id=93,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=93,Kmart Corporation  ,Hoffman Estates  ,IL,60179  ,7  ,2012-10-04,56,
92,page014.html,id=92,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=92,"Asset Acceptance, LLC  ",Warren  ,MI,48093  ,7  ,2012-09-10,84,
96,page014.html,id=96,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=96,"marriott International, Inc.  ",Bethesda  ,MD,20817  ,6  ,2012-08-30,44,
89,page014.html,id=89,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=89,Catalyst Paper Inc.  ,Snowflake  ,AZ,85937  ,14  ,2012-07-30,266,
90,page014.html,id=90,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=90,The Apache Railway Company Inc.  ,Snowflake  ,AZ,85937  ,14  ,2012-07-30,26,
91,page014.html,id=91,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=91,"Global Solar Energy, Inc.  ",Tucson  ,AZ,85747  ,6  ,2012-07-19,39,
88,page014.html,id=88,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=88,"THQ, Inc.  ",Agoura Hills  ,CA,91301  ,5  ,2012-07-19,57,
87,page014.html,id=87,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=87,"Mojave Desert Minerals, LLC  ",Arvada  ,CO,80002  ,11  ,2012-07-12,56,
66,page014.html,id=66,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=66,"Hostess Brands, Inc.  ",Benson  ,AZ,856026306  ,1  ,2012-05-04,2,
67,page014.html,id=67,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=67,Hostess Brand Inc.  ,Flagstaff  ,AZ,860044216  ,10  ,2012-05-04,9,
68,page014.html,id=68,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=68,"Hostess Brands, Inc.  ",Globe  ,AZ,85901  ,2  ,2012-05-04,1,
69,page014.html,id=69,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=69,"Hostess Brand, Inc.  ",Payson  ,AZ,85901  ,2  ,2012-05-04,1,
70,page014.html,id=70,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=70,"Hostess Brands, Inc.  ",Ehrenberg  ,AZ,85334  ,11  ,2012-05-04,1,
71,page014.html,id=71,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=71,"Hostess Brands, Inc.  ",Mesa  ,AZ,852038033  ,7  ,2012-05-04,2,
72,page014.html,id=72,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=72,"Hostess Brands, Inc.  ",Phoenix  ,AZ,850221107  ,7  ,2012-05-04,42,
73,page014.html,id=73,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=73,"Hostess Brands, Inc.  ",Phoenix  ,AZ,850094720  ,7  ,2012-05-04,38,
74,page014.html,id=74,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=74,"Hostess Brand, Inc.  ",Chandler  ,AZ,852251125  ,7  ,2012-05-04,43,
75,page014.html,id=75,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=75,"Hostess Brands, Inc.  ",Phoenix  ,AZ,850408810  ,7  ,2012-05-04,1,
76,page014.html,id=76,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=76,"Hostess Brands, Inc.  ",Fort Mohave  ,AZ,86426  ,11  ,2012-05-04,7,
77,page014.html,id=77,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=77,"Hostess Brand, Inc.  ",Lake Havasu City  ,AZ,864042401  ,11  ,2012-05-04,5,
78,page014.html,id=78,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=78,"Hostess Brands, Inc.  ",Kingman  ,AZ,86401  ,11  ,2012-05-04,6,
79,page014.html,id=79,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=79,"Hostess Brands, Inc.  ",Showlow  ,AZ,85901  ,14  ,2012-05-04,1,
80,page015.html,id=80,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=80,"Hostess Brands, Inc.  ",Tucson  ,AZ,857055930  ,6  ,2012-05-04,38,
81,page015.html,id=81,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=81,"Hostess Brands, Inc.  ",Casa Grande  ,AZ,852225203  ,2  ,2012-05-04,2,
82,page015.html,id=82,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=82,"Hostess Brands, Inc.  ",Chino Valley  ,AZ,86323  ,12  ,2012-05-04,3,
83,page015.html,id=83,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=83,"Hostess Brands, Inc.  ",Yuma  ,AZ,853648540  ,9  ,2012-05-04,8,
63,page015.html,id=63,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=63,Covance Laboratories Inc.  ,Chandler  ,AZ,852861703  ,7  ,2012-05-02,133,
64,page015.html,id=64,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=64,MetLife  ,Scottsdale  ,AZ,85260  ,7  ,2012-05-01,64,
65,page015.html,id=65,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=65,"O.P.E.N. America, Inc. dba: OpenWorks  ",Phoenix  ,AZ,85043  ,7  ,2012-05-01,144,
40,page015.html,id=40,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=40,"American Airlines, Inc.  ",Tucson  ,AZ,85706  ,6  ,2012-05-01,550,
10,page015.html,id=10,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=10,"The Great Indoors #1901  ",Scottsdale  ,AZ,85254  ,7  ,2012-04-18,75,
11,page015.html,id=11,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=11,The Great Indoors #1913  ,Chandler  ,AZ,85226  ,7  ,2012-04-18,61,
5,page015.html,id=5,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=5,Wells Fargo  ,Chandler  ,AZ,85286  ,7  ,2012-03-26,76,
86,page015.html,id=86,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=86,"Bada Bing Bakery LLC, dba Chompie's Baking Co.  ",Phoenix  ,AZ,85034  ,7  ,2012-03-16,74,
9,page015.html,id=9,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=9,Armor Works  ,Chandler  ,AZ,85226  ,7  ,2012-03-12,124,
8,page015.html,id=8,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=8,SCAN Health Plan Arizona  ,Phoenix  ,AZ,85014  ,7  ,2012-02-29,64,
7,page015.html,id=7,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=7,Schuff Steel Company  ,Gilbert  ,AZ,85233  ,7  ,2012-02-24,89,
6,page015.html,id=6,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=6,"Chevron Mining, Inc. McKinley Mine  ",Gallup  ,NM,87305  ,15  ,2012-02-08,103,
4,page015.html,id=4,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=4,VT Services  ,Ft. Huachuca  ,AZ,85613  ,1  ,2012-01-31,107,
3,page015.html,id=3,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=3,"SYKES Enterprises, Incorporated  ",Nogales  ,AZ,85621  ,8  ,2012-01-24,85,
2,page015.html,id=2,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=2,Albertson's Store #968  ,Casa Grande  ,AZ,85222  ,2  ,2012-01-06,73,
34,page015.html,id=34,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=34,UTi Intergrated Logistics  ,Phoenix  ,AZ,85043  ,7  ,2011-12-12,144,
33,page015.html,id=33,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=33,CardWorks Processing LLC  ,Tucson  ,AZ,85711  ,6  ,2011-12-01,146,
36,page015.html,id=36,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=36,"Healthways, Inc.  ",Phoenix  ,AZ,85044  ,7  ,2011-11-16,92,
35,page015.html,id=35,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=35,"TCIM Services, Inc.  ",Tucson  ,AZ,85705  ,6  ,2011-11-01,122,
37,page015.html,id=37,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=37,International Bedding  ,Tolleson  ,AZ,85353  ,7  ,2011-10-21,83,
38,page015.html,id=38,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=38,Milgard Windows & Doors  ,Chandler  ,AZ,85225  ,7  ,2011-10-17,86,
39,page016.html,id=39,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=39,"Kmart Store # 4269  ",Phoenix  ,AZ,85019  ,7  ,2011-10-15,105,
41,page016.html,id=41,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=41,"Schenker, Inc.  ",Phoenix  ,AZ,85040  ,7  ,2011-09-16,69,
42,page016.html,id=42,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=42,"Video Monitoring Services of America, LP  ",Tucson  ,AZ,85711  ,6  ,2011-08-26,0,
43,page016.html,id=43,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=43,Hualapai Mountain Medical Center  ,Kingman  ,AZ,86401  ,11  ,2011-08-26,221,
44,page016.html,id=44,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=44,SOLON Corporation  ,Tucson  ,AZ,85756  ,6  ,2011-08-15,64,
45,page016.html,id=45,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=45,"ShelterClean of Arizona, Inc.  ",Phoenix  ,AZ,85034  ,7  ,2011-08-15,36,
46,page016.html,id=46,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=46,"THQ, Inc. Digital Studio Phoenix  ",Phoenix  ,AZ,85016  ,7  ,2011-08-08,48,
47,page016.html,id=47,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=47,Carlota Copper Company  ,Miami  ,AZ,85539  ,2  ,2011-08-01,32,
48,page016.html,id=48,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=48,Bridgeway Health Solutions  ,Tucson  ,AZ,85714  ,6  ,2011-07-29,134,
49,page016.html,id=49,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=49,Cellco Partnership dba Verizon Wireless  ,Phoenix  ,AZ,85044  ,7  ,2011-07-27,130,
50,page016.html,id=50,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=50,Supervalu Logistics  ,Phoenix  ,AZ,85043  ,7  ,2011-07-12,126,
51,page016.html,id=51,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=51,Mike Campbell & Associates  ,Phoenix  ,AZ,85009  ,7  ,2011-07-06,7,
52,page016.html,id=52,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=52,"DeVry, Inc.  ",Phoenix  ,AZ,85021  ,7  ,2011-06-17,150,
53,page016.html,id=53,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=53,"Semiconductor Component Industries, LLC dba ON Sem  ",Phoenix  ,AZ,85008  ,7  ,2011-06-03,173,
54,page016.html,id=54,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=54,"Superior Technical Resources, Inc.  ",Phoenix  ,AZ,85008  ,7  ,2011-06-02,26,
55,page016.html,id=55,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=55,Hometown America  ,Apache Junction  ,AZ,85219  ,6  ,2011-05-31,16,
56,page016.html,id=56,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=56,Republic National Distributing Company  ,Phoenix  ,AZ,85043  ,7  ,2011-05-27,250,
57,page016.html,id=57,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=57,Deluxe Corporation  ,Phoenix  ,AZ,850347244  ,7  ,2011-05-24,176,
58,page016.html,id=58,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=58,Ameron International Phoenix Division  ,Phoenix  ,AZ,85034  ,7  ,2011-04-06,112,
62,page016.html,id=62,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=62,Vulcan Materials Company  ,Laveen  ,AZ,85339  ,7  ,2011-03-18,61,
59,page016.html,id=59,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=59,Robb & Stucky Limited LLLP  ,Scottsdale  ,AZ,85254  ,7  ,2011-03-09,89,
60,page016.html,id=60,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=60,"Northrop Grumman Technical Services, Inc.  ",Yuma Proving Ground  ,AZ,85365  ,9  ,2011-03-01,67,
61,page016.html,id=61,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=61,Abrazo Health Care  ,Chandler  ,AZ,85224  ,7  ,2011-01-07,79,
12,page016.html,id=12,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=12,International Window Arizona  ,Phoenix  ,AZ,85040  ,7  ,2010-12-30,64,
13,page016.html,id=13,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=13,Kaplan University  ,Phoenix  ,AZ,85008  ,7  ,2010-12-07,56,
14,page017.html,id=14,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=14,John C. Lincoln Health Network's North Mountain  ,Phoenix  ,AZ,85020  ,7  ,2010-12-06,99,
15,page017.html,id=15,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=15,ZipRealty  ,Phoenix  ,AZ,85018  ,7  ,2010-11-29,195,
16,page017.html,id=16,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=16,CEMEX  ,Tucson  ,AZ,85743  ,6  ,2010-11-22,49,
17,page017.html,id=17,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=17,Palm Harbor Homes  ,Tempe  ,AZ,85821  ,7  ,2010-11-19,86,
18,page017.html,id=18,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=18,Plastican division of BWAY Corporation  ,Phoenix  ,AZ,85009  ,7  ,2010-11-17,54,
19,page017.html,id=19,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=19,Pulte Building Services (PBS)  ,Tolleson  ,AZ,85353  ,7  ,2010-11-12,351,
20,page017.html,id=20,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=20,Hines Nurseries  ,Chino Valley  ,AZ,86323  ,12  ,2010-10-06,133,
21,page017.html,id=21,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=21,"AB Car Rental Services, Inc.  ",Phoenix  ,AZ,85034  ,7  ,2010-09-28,70,
22,page017.html,id=22,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=22,Xanodyne Pharamaceuticals  ,Gilbert  ,AZ,85007  ,7  ,2010-09-21,3,
23,page017.html,id=23,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=23,"O'Reilly Automotive, Inc.  ",Phoenix  ,AZ,85043  ,7  ,2010-09-09,45,
24,page017.html,id=24,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=24,"Dole Fresh Vegetables, Inc.  ",Yuma  ,AZ,85365  ,9  ,2010-08-27,652,
25,page017.html,id=25,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=25,Whirlaway Corporation  ,Tempe  ,AZ,85282  ,7  ,2010-08-10,150,
26,page017.html,id=26,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=26,"Citigroup, Inc.  ",Phoenix  ,AZ,85044  ,7  ,2010-07-30,272,
27,page017.html,id=27,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=27,Coach-Net Services Group  ,Lake Havasu City  ,AZ,86403  ,11  ,2010-07-27,160,
28,page017.html,id=28,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=28,Microsemi Corporation  ,Phoenix  ,AZ,85251  ,7  ,2010-07-12,255,
29,page017.html,id=29,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=29,Crowne Plaza Hotel  ,Phoenix  ,AZ,85029  ,7  ,2010-06-30,79,
30,page017.html,id=30,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=30,Embassy Suites Hotel (Phoenix)  ,Phoenix  ,AZ,85008  ,7  ,2010-06-14,73,
31,page017.html,id=31,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=31,Marketfare Foods  ,Phoenix  ,AZ,85034  ,7  ,2010-06-11,84,
32,page017.html,id=32,https://www.azjobconnection.gov/ada/mn_warn_dsp.cfm?id=32,ATC/Vancom of Arizona L.P. dba Veolia Tranport.  ,Phoenix  ,AZ,85003  ,7  ,2010-04-28,953,
